habitacion,bano,estaciona,propiedad,precio
1,1,1,1097,291000
2,1,2,123,710000
4,2,2,652,2376000
2,1,0,251,1020000
3,1,2,504,1456000
3,2,3,607,1875000
3,3,2,385,1430000
6,2,2,0,2300000
1,1,1,745,345000
5,3,1,696,2000000
4,0,0,769,1550000
4,2,4,1005,1625000
2,1,1,0,480000
2,1,1,84,585000
5,3,2,650,1960000
4,3,1,650,1700000
2,1,1,0,680000
3,2,2,278,1220000
3,2,2,328,1375000
2,1,2,334,920000
2,1,1,1069,382000
3,0,0,0,545000
3,2,2,342,1350000
2,1,1,412,1280000
3,1,2,652,1825000
5,4,4,802,2825000
4,2,4,885,2825000
3,3,2,366,1825000
1,1,0,0,328000
4,2,3,733,2016000
5,3,3,778,3085000
3,1,3,557,1710000
3,1,3,603,1770000
3,1,2,650,1765000
2,1,1,0,511000
2,1,2,821,2000000
2,2,2,718,1600000
3,2,2,668,1880000
5,3,2,642,2352500
5,4,2,830,3860000
4,3,2,840,2625000
2,1,1,0,856500
5,2,2,400,1650000
2,1,1,0,600000
2,1,2,166,690000
3,2,2,541,1200000
3,3,2,677,3010000
2,1,1,0,785000
4,2,2,775,1950000
3,1,2,700,2200000
3,1,3,609,1751000
4,2,3,548,1857000
1,1,1,602,375000
2,1,2,0,720000
3,1,3,401,1500000
4,3,2,603,2725000
2,1,1,553,1723000
2,1,1,0,529500
3,1,2,762,2800000
3,1,2,685,1665000
2,1,1,0,600000
3,1,2,615,1420000
3,2,2,307,1550000
1,1,1,805,420000
4,2,2,706,1920000
5,3,2,696,2100000
5,2,2,654,2410000
4,2,2,645,2100000
4,2,2,1485,2950000
2,1,1,0,390000
5,2,2,1339,3365000
3,2,3,397,1390000
4,3,2,394,1802000
3,1,2,464,1310000
3,2,2,648,1931000
3,2,4,401,2000000
2,1,2,438,1250000
5,3,2,709,2400000
2,1,1,0,460000
3,1,2,696,610000
3,1,3,640,610000
3,2,2,244,555000
3,1,1,336,500000
3,1,2,766,806500
5,3,2,700,1150000
5,3,1,487,850000
4,2,1,683,550000
3,1,4,700,822000
3,2,3,1029,980000
3,1,1,652,670000
2,1,1,164,430000
2,1,2,832,852500
4,2,4,1011,1025000
2,1,1,164,540000
2,1,2,643,530000
3,1,2,674,721000
3,1,4,640,737000
3,1,1,701,575500
3,1,2,702,600000
3,2,2,224,460000
3,2,1,259,370000
3,1,2,753,691000
3,1,1,589,500000
3,2,1,136,545000
3,1,4,734,670000
3,1,2,627,572000
4,1,4,606,702000
2,1,1,705,730000
3,1,3,667,711500
3,2,4,805,820000
5,4,4,695,810000
2,1,1,0,250000
3,1,1,325,460000
3,1,2,780,793000
2,1,1,0,340000
3,1,3,624,596000
3,1,1,320,447500
3,1,1,616,588000
3,1,2,0,420000
2,1,2,200,410000
3,1,4,700,688000
3,2,3,635,612500
3,1,1,665,525000
3,1,4,704,703000
3,2,1,252,608000
5,3,2,612,705000
2,1,1,3056,320500
3,1,2,706,577000
2,1,1,1996,230000
4,3,2,0,607000
3,2,2,780,765500
3,1,2,187,470000
3,1,1,265,482500
3,1,2,650,580000
2,1,1,125,434500
2,1,2,253,620250
3,1,1,796,710000
3,1,2,630,630000
2,1,1,307,420000
3,1,4,541,600000
3,2,2,212,550000
3,2,1,190,460000
4,1,2,586,600000
4,3,2,693,1217500
3,1,2,599,600000
3,2,2,585,570000
4,1,2,695,655000
3,1,4,677,500000
3,1,4,597,762700
2,1,1,176,465000
2,1,1,668,741250
2,2,1,190,488500
4,2,2,650,787500
3,1,1,245,442000
4,2,8,977,1000000
2,1,2,590,726335
4,2,2,602,630000
3,1,3,705,670000
2,1,1,172,417000
3,1,2,258,600000
3,2,1,215,440000
3,1,1,348,501000
3,1,2,657,660000
3,1,3,781,722000
2,1,1,155,270000
4,2,4,768,825000
4,2,1,624,638000
3,2,2,608,631000
3,2,1,149,532000
3,2,1,140,500000
3,2,1,215,504000
3,2,2,178,468000
4,2,2,0,802500
4,2,2,453,709000
3,2,2,691,700000
3,2,1,175,485000
3,2,1,367,540000
3,2,1,158,390000
4,2,2,719,800000
3,2,1,223,525000
4,2,2,453,740000
3,1,2,597,605000
3,1,2,724,685500
2,1,1,394,610000
3,1,1,604,630000
4,3,5,591,870000
3,2,2,592,810000
3,1,2,608,840000
5,2,1,590,585000
3,2,2,595,772500
3,1,1,225,465000
3,1,4,692,719000
2,1,2,198,487000
2,2,2,700,700000
4,2,1,462,600500
3,1,2,570,730000
3,2,2,565,800000
4,2,2,763,918000
3,2,2,301,750000
3,1,1,568,740000
3,1,3,539,721000
3,1,2,574,646000
3,2,3,230,545000
3,1,2,700,770000
3,1,2,700,777000
3,3,1,580,722000
2,1,3,591,545000
3,2,2,234,510000
2,1,1,359,542500
4,1,3,593,631500
4,2,1,302,750074
3,1,1,557,591000
3,1,3,610,550000
2,1,1,249,330000
5,2,1,808,800000
3,2,4,560,725000
4,2,2,672,815000
2,1,1,613,715888
4,1,4,588,650000
2,1,1,137,468000
3,1,2,1020,1102000
2,1,2,345,515000
3,1,2,594,716000
2,1,1,612,640000
2,1,4,360,460000
2,1,1,228,895000
2,1,1,0,587000
3,3,2,701,2800000
2,1,1,832,720000
4,3,2,928,3250000
4,2,3,688,2140000
4,2,2,607,1600000
3,2,3,1402,2200000
3,1,2,289,1003500
2,1,1,0,802000
4,1,1,692,1500000
4,2,2,664,1686500
5,2,2,434,1400000
3,1,3,593,1560000
2,1,2,0,680000
3,1,2,765,1715000
2,1,1,90,760000
2,1,1,0,616000
4,1,1,723,1680000
5,4,2,661,2520000
1,2,2,181,890000
4,2,3,373,1120000
4,3,3,760,3200000
4,3,2,398,1250000
3,3,2,560,2420000
4,3,4,615,2000000
4,3,2,687,2880000
4,2,2,700,1805000
4,2,2,487,1460000
3,1,2,495,1403000
3,1,1,767,1682000
4,2,3,685,1875000
3,1,2,1504,2600000
2,1,2,0,685000
4,2,2,663,2400000
5,3,4,670,3470000
2,1,1,801,1615000
4,2,3,450,1450000
2,1,1,162,786000
2,3,2,245,742000
3,2,2,357,1050000
2,1,1,319,1690000
3,1,1,195,810000
3,2,2,413,1460000
3,1,2,783,1620000
3,2,2,277,1420000
4,2,4,802,2400000
3,2,2,830,3075000
5,3,2,760,3201000
2,2,1,225,875500
3,2,1,211,1400000
3,2,2,0,1457500
5,4,2,1000,2600000
2,1,2,581,1465000
5,2,2,648,1705000
3,1,2,569,1610000
2,1,2,153,750000
3,2,2,320,1320000
2,2,2,677,896000
3,2,2,413,1450000
2,1,1,266,898000
4,2,0,611,1515000
5,3,2,694,2980000
4,3,4,583,2200000
1,1,1,0,500000
3,2,1,355,1100000
2,1,2,282,800000
4,3,2,627,3325000
2,1,1,0,691000
2,2,1,0,450000
2,1,2,3414,738000
3,2,2,224,1140000
2,1,1,0,500000
4,3,2,562,1460000
4,3,2,1093,2800000
3,2,2,0,820000
2,2,1,0,915500
4,3,2,414,1740000
1,2,0,994,2450000
4,2,1,667,1800000
4,2,1,577,2160000
2,2,2,920,1800000
3,2,2,662,2439500
5,2,2,647,2250000
4,2,2,714,2130000
2,1,1,0,400000
3,2,2,246,952000
3,2,2,614,1255000
2,2,2,221,1020000
2,2,2,393,926000
3,1,3,583,1070000
2,1,1,217,801000
3,2,1,0,1150000
2,1,1,215,472000
3,2,2,732,1471000
2,1,2,658,830000
3,1,2,601,1195000
3,2,2,586,1300000
4,2,2,575,1416000
4,2,2,0,1200000
3,2,2,317,865000
4,2,2,317,1650000
3,2,3,1038,5100000
4,2,1,336,2670000
3,1,0,228,1480000
1,1,1,0,348000
1,1,0,0,320000
3,1,1,181,1189000
2,2,1,85,610000
2,1,1,0,575000
2,1,1,0,600000
1,1,1,0,492000
3,1,1,1585,891000
2,1,1,0,806000
2,1,2,235,1155000
3,2,1,460,2000000
2,1,1,0,500000
2,1,2,0,753000
1,1,1,0,330000
3,1,0,218,1420000
3,2,2,189,956000
2,1,0,1056,418000
2,1,1,0,495000
2,1,1,0,525000
1,1,0,0,292000
2,1,1,1997,430000
1,1,1,0,365000
2,1,1,1089,580000
3,2,1,341,1300000
3,1,0,232,1300000
2,2,1,0,575000
1,1,1,3132,335000
2,1,1,0,440000
3,3,2,0,1000000
4,2,7,0,2610000
3,1,1,383,1741000
3,2,1,373,2325000
2,1,1,0,545000
2,1,1,0,655000
2,1,3,791,2920000
1,1,1,0,488000
3,2,2,264,1510000
1,1,1,0,450000
3,1,1,351,2065000
1,1,1,0,350000
2,1,1,0,645000
3,2,2,299,1400000
3,1,1,342,1712000
2,1,1,0,520000
1,1,1,0,480000
2,1,1,71,630000
4,2,2,665,3225000
2,1,1,0,517000
1,1,1,0,320000
2,1,0,243,1828500
1,1,1,0,400000
4,2,3,207,1650000
4,2,3,1236,3950000
2,1,1,1099,587500
2,1,1,0,560000
4,2,1,218,1936000
5,4,3,1275,4250000
5,1,3,740,3500000
2,1,1,0,487500
3,1,1,0,630000
3,2,0,198,1560000
2,1,1,460,2265000
3,2,2,0,840000
3,3,2,88,1780000
2,1,1,0,605000
2,1,1,1228,535000
2,1,1,0,815000
3,2,1,0,1975000
2,1,1,0,445000
2,1,1,0,663000
2,1,1,728,657500
4,4,2,905,5050000
1,1,1,0,445000
2,1,1,747,750000
3,1,3,218,1180000
2,1,1,0,470000
2,1,1,0,485000
1,1,1,1568,290000
3,2,4,601,1800000
2,1,1,0,805000
3,1,1,304,1855000
3,1,2,314,1377000
2,1,3,0,665000
2,1,1,711,751000
3,1,1,199,1551000
1,1,1,0,415000
2,1,2,0,743000
2,1,0,243,1535000
2,1,1,859,612500
3,2,0,249,2410000
2,1,1,82,690000
2,1,1,3194,695000
2,1,1,0,715000
3,2,2,472,2375000
3,2,1,151,1980000
2,2,1,191,1055000
4,2,2,410,1976000
1,1,1,0,382000
1,1,1,0,499000
2,1,1,0,495000
5,3,2,827,3750000
3,2,1,164,1400000
1,1,1,0,370000
2,2,2,0,627500
2,2,1,0,710000
2,1,1,0,485000
1,1,1,0,310000
2,1,4,677,3120000
2,1,1,0,450000
3,2,2,387,2160000
2,1,2,589,815000
3,1,0,505,720000
4,2,4,481,1370000
2,2,2,275,757000
3,2,2,337,740600
2,1,1,577,580000
2,2,1,201,565000
4,5,2,599,1587500
2,2,3,510,758500
3,2,2,807,994000
3,2,1,665,725000
2,1,3,577,725000
3,1,0,673,743000
3,1,0,592,785000
3,2,2,215,620000
3,2,1,608,700000
3,2,2,250,706750
2,1,1,428,584000
3,2,2,585,909000
4,2,2,724,1086000
2,1,1,605,680000
2,1,2,281,440000
2,1,3,620,650000
5,2,2,596,890000
3,1,2,582,650000
3,1,1,608,659500
3,1,2,580,725000
2,1,1,166,605000
8,4,4,638,770000
3,1,2,800,950000
4,1,2,722,856000
3,2,2,251,600000
2,1,1,0,450000
2,1,0,837,1060000
3,1,1,590,850000
2,1,2,244,510000
3,1,0,613,1100000
3,1,1,748,915000
2,1,1,127,400000
2,1,1,310,526000
2,1,3,428,570000
3,1,1,420,550000
2,1,1,174,510000
2,1,2,586,590000
2,1,3,932,920000
2,1,2,508,460000
3,1,4,552,662500
4,2,1,592,1000500
3,1,1,596,631000
3,2,2,415,765000
2,1,2,624,691000
3,1,1,523,560000
2,1,3,602,735000
3,2,0,643,830000
3,1,1,468,330000
1,1,2,374,405000
2,1,1,100,370000
3,1,1,390,532000
3,2,1,627,740000
2,1,2,650,686000
2,1,2,538,501500
3,1,1,605,525500
3,1,2,192,525000
3,1,1,594,710000
3,1,0,649,808000
3,1,0,589,652000
2,1,1,331,515500
3,1,3,633,800000
2,1,2,418,450000
1,2,4,0,605000
2,1,2,668,620000
2,1,2,708,497500
2,1,1,89,360000
2,1,1,368,440500
4,1,1,632,758000
3,1,2,605,690500
2,1,0,627,752000
2,1,0,649,777000
2,1,1,591,680000
3,1,1,338,480000
4,2,2,521,715000
2,1,2,594,520000
3,1,2,616,646250
3,1,1,368,1375000
3,1,2,593,722000
2,1,3,609,715000
1,1,1,588,636000
2,1,2,586,590000
4,2,2,608,820000
2,1,3,632,725000
2,1,1,583,705000
3,2,4,1,710000
2,1,1,422,415000
3,1,2,372,392000
3,1,2,1179,961000
3,1,1,536,507000
2,1,1,413,465000
3,1,2,665,675000
2,1,1,732,1550000
2,1,1,0,516000
3,1,1,705,1340000
3,1,2,0,855000
2,1,2,715,1316000
3,2,1,206,828000
3,1,1,562,1055000
2,1,1,101,623000
4,2,2,847,2120000
4,2,1,547,1745000
4,2,2,545,1700000
2,1,1,0,420000
2,1,1,0,375500
3,1,2,698,1350000
1,1,1,369,900000
2,1,1,546,1262000
4,1,2,696,1337000
2,1,2,0,455000
2,1,1,100,400000
2,1,1,0,648000
3,1,2,730,1210000
3,2,1,678,1167500
3,2,1,360,900000
3,2,4,738,1322000
2,1,4,575,677500
2,1,1,0,480000
2,1,1,0,430000
1,1,0,75,460000
4,3,2,610,1601000
4,2,2,925,2265000
3,2,2,665,1680000
2,1,0,0,440000
4,2,2,638,2350000
3,2,1,108,962000
5,3,2,626,981000
0,2,2,1252,2400000
3,2,2,249,890000
2,1,1,0,490000
2,1,1,648,739000
2,1,1,571,1340000
3,2,0,399,785000
3,1,2,537,1155000
4,1,1,586,1300000
2,1,1,557,1020000
3,1,1,614,1796000
2,1,1,221,790000
3,1,2,630,1465000
3,2,2,0,855000
2,1,1,94,705000
2,1,1,0,504000
1,1,1,845,413000
3,2,2,314,1010000
3,1,1,687,1220000
3,2,2,608,1605000
2,1,1,721,587000
2,1,1,0,475000
3,1,2,677,1075000
2,1,1,795,465000
2,1,1,277,610000
2,1,1,103,690000
3,1,2,691,1535000
4,2,1,694,1470000
3,1,2,645,1486000
1,1,1,55,420000
3,1,1,110,750000
2,0,0,0,460000
5,2,3,758,1615000
4,2,2,689,1730000
3,1,2,152,779000
3,2,2,684,1850000
2,1,2,760,1910000
5,3,1,1006,2600000
2,1,1,71,500000
3,3,2,290,950000
2,1,1,0,450000
3,1,1,597,1102000
3,2,2,834,1275000
3,1,1,596,1065000
2,2,1,124,785000
3,2,2,721,1223500
2,2,2,147,845000
4,2,3,631,1720000
3,1,1,572,1225000
2,1,1,199,630000
4,1,2,605,1460000
1,1,1,0,421000
4,3,2,608,2090000
4,2,2,650,1758000
3,2,1,189,700000
5,3,1,455,1420000
3,1,1,139,550000
4,3,3,719,2595000
2,1,1,134,710000
3,2,2,0,650000
1,1,1,0,385000
4,2,2,558,740000
4,2,2,579,500000
3,1,0,543,365000
4,2,2,558,570000
3,1,4,597,515000
4,3,5,654,1095000
3,2,4,530,582000
3,2,2,570,545000
3,1,0,534,461000
4,2,2,649,751000
4,1,2,574,500000
4,2,2,612,560000
3,2,1,119,320000
3,1,2,548,450000
3,2,2,683,703000
3,1,1,538,650000
3,2,1,331,770000
3,2,1,184,480000
3,1,2,610,590000
4,2,1,289,900000
3,1,2,662,935000
3,2,2,288,700000
3,2,1,549,675000
4,2,1,540,816000
3,1,1,622,845000
3,1,1,657,725000
3,2,3,672,772000
3,2,2,3977,650000
3,2,1,532,757000
3,2,2,568,690000
3,2,2,610,785000
3,1,1,412,583000
3,2,2,603,920000
3,1,2,584,880000
3,2,2,112,580000
4,3,1,322,886000
4,2,4,659,970000
4,2,2,745,920000
3,1,2,539,625000
3,3,1,318,825000
3,1,1,564,695000
3,1,2,610,915000
3,3,2,605,976000
2,2,2,54,520000
4,2,2,613,1420000
3,1,1,713,900000
2,1,1,218,470000
4,2,2,781,1100000
3,1,1,254,470000
2,1,1,116,380000
3,1,2,352,560000
4,2,2,776,1010000
3,1,2,684,740000
2,2,1,221,630000
4,2,3,708,835000
3,2,1,440,705000
3,2,2,224,680000
4,2,2,570,871000
5,2,2,561,808000
3,3,1,292,891000
3,1,2,606,785000
3,2,2,716,695000
4,2,2,319,807000
5,1,2,0,502000
4,2,2,546,770000
4,2,2,629,700000
3,1,2,542,570000
4,2,2,686,830000
3,1,1,565,600000
3,2,1,630,825000
4,2,2,545,680000
3,1,2,639,720000
4,2,2,547,735000
3,2,2,928,875000
4,1,1,554,601200
3,1,3,0,695000
3,1,2,558,680000
3,2,1,265,660000
3,2,2,176,650000
3,1,2,600,900000
3,1,2,538,823000
4,3,2,579,847000
3,1,2,616,705000
3,2,1,320,710000
4,2,2,544,732000
3,2,4,598,715000
2,1,1,258,785000
3,1,1,166,852000
3,1,1,188,1037000
2,1,0,150,775000
3,1,1,199,1470000
2,2,1,0,630000
3,2,1,132,845000
2,1,1,0,492500
2,1,1,0,420000
2,1,1,79,650000
3,1,1,274,1050000
3,1,1,416,1291000
2,1,1,0,420000
3,1,1,235,961000
3,1,1,284,1271000
3,1,0,234,1010000
2,1,1,325,750000
4,2,2,279,1675000
2,2,1,138,905000
2,1,1,174,960000
2,1,1,163,1031000
3,2,1,788,918000
3,1,1,211,870000
3,1,0,239,1165000
5,2,2,566,1710000
1,1,1,4267,360000
3,1,0,275,1455000
1,1,1,0,365000
3,1,1,4440,551000
2,2,1,3448,442000
2,1,2,158,765000
2,1,1,3957,515000
3,1,2,0,570000
1,1,1,0,370000
2,1,0,274,1005000
2,2,2,169,1234500
2,1,2,1111,666000
2,1,1,211,825000
2,2,1,0,770000
3,1,0,0,1135000
4,3,1,0,975000
2,1,0,132,812000
5,2,2,566,1900000
1,1,0,0,445000
3,2,1,94,732000
3,2,2,250,1260000
3,2,2,211,1000000
2,1,1,197,1155000
2,1,3,62,700000
3,1,1,165,813500
2,0,0,0,526000
3,2,2,1181,790000
4,2,1,242,1365000
2,2,1,324,700000
1,1,2,0,370000
3,1,1,312,1230000
2,1,1,0,460000
2,1,1,0,395000
3,1,0,301,1001000
2,1,1,169,850000
3,1,3,459,1335000
2,1,1,97,868000
2,1,0,179,960000
2,1,1,0,773000
2,2,1,2136,631090
2,1,1,0,410000
2,1,1,0,425000
2,1,1,183,1211000
2,1,1,0,506000
2,1,1,173,806000
2,2,2,84,829000
2,1,0,149,786000
1,1,1,0,458000
3,1,2,396,1635000
2,2,1,697,4800000
2,2,1,0,562500
2,1,1,0,520000
5,3,2,853,4350000
3,1,1,375,1528500
2,1,2,91,630000
4,3,1,358,1690000
2,1,1,745,610000
3,2,2,597,1490000
2,1,1,0,588000
3,2,2,0,882000
2,1,1,0,831000
4,2,2,649,2130000
2,1,1,0,650000
2,1,1,0,599000
2,1,2,0,820000
4,1,2,735,2200000
4,3,4,992,3550000
2,1,2,405,1326000
2,1,1,0,610000
3,2,2,400,1950000
3,2,2,426,1875000
5,2,2,815,2850000
4,2,2,603,2550000
3,2,1,392,1878000
4,3,2,277,1910000
3,1,2,304,1410000
2,1,1,743,515000
3,1,2,782,2310000
2,1,1,0,890000
3,2,2,289,1668000
4,2,0,364,2315000
3,2,2,848,800000
2,1,4,596,1950000
5,4,4,957,4850000
3,3,4,1197,2770000
6,6,3,1334,6500000
2,1,1,0,580000
2,1,1,0,525000
4,2,2,591,1905000
1,1,1,0,478000
2,1,1,0,672000
4,3,2,712,2286000
3,2,2,397,1575000
2,1,1,0,590000
2,1,2,0,765000
2,1,2,667,1507000
3,2,2,0,972500
2,1,1,0,672000
4,2,2,861,2350000
4,2,1,687,1312000
2,2,1,89,890000
4,1,2,520,2117000
2,1,1,424,1331000
5,2,2,586,1800000
3,1,2,832,2513000
3,2,2,288,1476000
4,2,2,660,2590000
4,2,2,717,2625000
4,1,1,650,2265000
3,2,1,531,1975000
4,2,2,764,2075000
5,4,2,597,2550000
4,2,2,820,2240000
2,1,0,381,1275000
3,2,2,205,1330000
3,1,1,0,720000
3,2,2,247,1450000
3,2,3,1353,3650000
2,1,2,0,551000
4,1,0,919,2800000
2,1,1,0,557000
3,1,1,519,1410000
3,3,2,317,1000000
3,2,2,1012,2450000
4,4,2,737,2460000
4,2,4,690,2850000
5,2,2,534,2425000
2,1,1,745,610000
3,2,2,140,955000
2,1,1,124,707500
3,2,1,442,1410000
3,1,1,904,732000
2,1,1,1065,2875000
3,1,1,535,1565000
2,2,1,0,480000
4,2,3,709,1725000
3,1,2,857,1500000
4,3,2,641,1750000
3,1,1,0,1100000
3,1,0,321,1290000
3,1,1,298,1440000
4,3,4,670,2560000
5,2,2,674,2600000
4,3,2,627,2245000
4,5,2,480,3280000
3,2,2,0,730000
4,3,3,800,4005000
3,1,1,633,1211000
2,1,1,121,891000
3,1,1,0,620000
4,3,2,700,2600000
5,2,3,920,2800000
3,2,2,275,1420000
4,2,1,336,1800000
3,2,3,773,3065000
1,1,1,0,395000
4,3,2,741,2250000
3,2,2,712,2490000
2,1,1,0,620000
3,1,3,650,1750000
5,2,3,711,1950000
2,1,1,0,605000
3,1,2,672,1920000
4,2,2,763,1610000
5,3,4,787,1850000
3,1,1,702,1615000
4,2,3,596,1830000
3,1,2,378,1300000
3,1,2,836,1880000
3,4,3,948,2081000
4,2,2,458,1315000
3,2,4,611,1750000
5,5,4,696,3028000
5,3,2,695,2100000
2,1,1,0,1110000
4,2,2,691,2175000
6,3,2,730,1300000
3,2,2,414,1350000
3,2,2,426,1963000
4,2,2,458,1315000
3,2,2,248,1620000
3,1,1,698,1770000
3,2,2,284,1260000
2,2,2,0,1290000
3,1,3,564,670000
3,2,2,165,615000
3,1,1,576,715000
4,2,2,308,826000
2,1,1,1972,275000
2,1,0,163,711000
3,2,2,214,640000
3,1,1,589,1200000
2,1,4,524,927000
3,2,1,156,695000
3,1,1,586,880000
2,1,1,152,485000
3,1,2,306,490000
3,1,2,305,725000
3,2,1,250,676500
2,1,1,144,502000
2,2,1,239,721000
3,2,1,647,1048000
3,2,2,184,520000
2,1,2,700,1000000
3,1,2,278,580000
3,1,1,584,840000
2,1,1,0,335000
3,1,3,528,893000
3,1,2,300,832000
2,1,2,270,646000
3,1,2,285,673000
3,2,2,218,728000
2,1,2,127,600000
3,1,2,214,695000
3,1,2,485,935000
2,1,1,0,349000
3,1,2,210,555000
3,1,2,0,815000
3,1,3,667,915000
2,1,1,15100,352500
2,1,1,194,600000
3,2,1,270,690000
5,3,2,527,1350000
3,1,2,492,930000
2,1,2,118,510000
3,2,2,214,725500
3,1,1,314,746000
2,2,1,782,750000
3,2,1,0,360000
4,1,2,672,765000
4,2,2,660,1060000
3,1,2,333,740000
2,1,1,329,770000
3,1,2,269,490000
3,2,2,159,657000
2,1,2,318,830000
4,1,1,595,675000
3,1,3,381,865000
2,2,1,145,600000
4,1,2,333,773000
3,1,1,686,905000
2,1,2,0,570500
2,2,2,0,1350000
2,2,1,231,2050000
4,2,2,599,2300000
4,2,2,502,3460000
4,2,2,586,2400000
2,1,2,0,569000
3,2,2,396,2025000
2,1,1,325,1950000
3,2,0,258,1895000
2,1,1,0,635000
2,1,1,0,611000
2,1,2,277,1611000
4,3,2,587,3800000
3,2,1,227,1390000
2,0,0,0,780000
4,3,2,879,4700000
3,1,3,696,2415000
2,1,1,0,566000
2,1,1,313,1437000
2,1,1,0,500000
2,2,2,0,1155000
3,3,4,283,3010000
2,2,1,0,650000
4,3,4,807,3400000
3,2,4,471,2355000
5,3,3,580,4240000
3,1,1,0,927000
2,1,0,254,1326000
4,4,2,716,4525000
2,1,1,0,660000
2,1,0,337,1617000
4,2,1,300,1965000
3,2,2,347,2325000
4,3,2,585,3470000
2,1,1,0,740000
5,3,2,501,2325000
3,2,1,246,1970000
1,1,1,0,405000
2,1,1,232,1475000
2,2,1,0,640000
2,1,2,0,700000
3,2,1,176,1000000
2,1,1,0,584000
1,1,3,0,420000
3,2,2,313,2300000
3,1,1,322,1490000
3,2,1,337,1210000
3,2,2,644,1300000
3,2,4,727,1675000
3,1,2,317,980000
4,2,2,758,2400000
4,2,3,0,2355000
2,1,1,310,1036000
4,3,2,611,1301000
3,3,1,376,2273000
5,2,2,567,2350000
4,2,2,207,1215000
2,1,1,0,447000
4,2,2,541,2200000
4,3,2,567,2200000
2,1,2,196,790000
4,1,2,720,2250000
3,2,2,797,1185000
4,2,1,769,1837000
3,2,2,331,1105000
3,2,1,216,1253000
3,2,1,647,1505000
3,1,1,693,1500000
4,2,2,260,1400000
2,1,1,92,720000
3,1,2,789,2210000
3,2,1,206,940000
5,3,2,751,1810000
3,2,2,0,922000
5,2,4,837,4802500
1,1,1,0,350000
3,2,2,691,1555000
4,3,2,412,2123000
4,2,3,809,2800000
3,2,2,543,2305000
4,3,2,365,1700000
5,3,2,488,2500000
2,1,1,0,370000
2,1,2,604,1150000
5,2,2,639,1600000
4,2,2,526,2001000
3,2,2,700,1915000
4,2,2,334,1690000
3,3,2,0,1135000
4,2,2,310,1240000
3,2,2,181,1120000
3,2,1,87,1625000
3,1,2,888,1500000
2,1,1,312,1400000
2,1,1,170,707500
2,1,1,0,835000
3,2,1,400,1870000
4,2,1,504,1580000
2,2,1,0,820000
2,1,1,0,480000
2,1,1,348,1420000
3,2,2,323,1370000
3,2,2,234,1680000
5,2,4,798,2960000
4,2,2,645,2110000
3,2,2,323,1300000
3,1,2,562,1750000
1,1,1,0,300000
3,1,2,645,1100000
1,1,1,0,373000
3,2,2,822,1230000
2,1,1,0,536000
2,1,4,1220,2412000
4,3,2,427,2560000
3,2,1,310,960000
1,1,1,0,315000
3,1,1,333,1297000
3,2,2,0,1015000
2,1,1,0,523000
3,2,2,606,1335000
3,2,1,0,1055000
2,1,1,0,425000
3,2,1,375,1670000
4,3,2,222,1350000
3,1,2,764,1650000
4,2,4,848,1550000
3,1,1,288,950000
3,1,2,615,1782500
3,2,2,640,2490000
2,1,1,50,500000
2,2,1,0,650000
3,2,2,392,870000
2,2,1,0,635000
3,1,2,597,975000
3,2,2,77,560000
3,2,2,83,560000
2,1,1,0,355000
3,2,2,77,550000
2,1,2,5661,420000
2,1,1,904,399000
4,2,1,516,940000
3,1,4,762,1105000
3,1,2,250,730000
2,1,1,170,425000
3,2,2,202,662500
3,1,1,629,986500
2,1,2,53,410000
5,2,2,330,930000
3,1,2,689,920000
3,2,2,645,1320000
5,3,2,446,1150000
3,2,2,225,680000
5,2,2,433,990000
2,1,1,950,330000
3,2,2,225,1011000
3,2,2,222,847000
2,1,2,3967,400000
4,2,2,586,1100000
3,2,2,1396,1072000
2,2,1,0,479000
2,2,1,0,470000
2,2,1,176,510000
3,2,2,151,865000
2,2,2,0,488000
4,2,1,325,940000
3,1,2,98,570000
2,1,1,0,335000
4,3,8,865,1900000
2,1,1,83,429000
2,2,2,37000,495000
3,2,2,275,820000
3,2,2,4977,456000
2,2,1,3014,566000
2,1,1,85,408000
4,3,2,298,1040000
2,2,1,0,470000
3,1,2,926,1460000
3,3,2,173,780000
3,2,2,210,675000
2,1,2,54,440000
3,2,2,452,1048700
2,1,2,54,400000
4,3,4,613,1215000
4,3,2,688,1180000
4,3,2,325,1117000
2,1,1,0,420000
5,3,2,98,1000000
4,2,2,215,770000
3,1,2,696,905000
5,2,5,694,1151000
3,1,2,678,907000
2,2,1,3014,570000
3,2,2,203,820000
3,1,1,695,940000
4,2,1,573,1030000
5,3,5,670,1350000
3,3,2,270,1230000
3,2,1,95,460000
3,2,2,211,884500
3,1,1,594,1010000
3,1,4,539,820000
3,1,4,578,820000
2,1,1,0,330000
1,1,0,0,427000
2,2,1,4230,1160500
2,2,1,0,780000
2,1,1,0,535000
2,1,1,0,450000
2,1,0,0,360000
2,1,1,0,665000
1,1,0,0,386000
1,1,1,0,659000
2,1,1,0,671000
2,1,1,0,545000
1,1,0,0,450000
1,1,1,0,432000
1,1,1,0,400000
1,1,0,0,210000
3,2,1,0,750000
1,1,0,1414,375000
1,1,2,0,680000
2,1,2,0,470000
2,1,1,0,650000
1,1,1,0,483000
3,2,0,0,610000
1,1,1,0,700000
1,1,1,4051,520000
1,1,1,0,440000
1,1,0,0,436000
2,2,1,0,733000
2,2,1,0,675000
3,2,0,95,1630000
2,2,1,0,760000
1,1,1,1136,360000
2,1,1,1751,390000
3,1,1,279,2600000
